molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"screen_liperp.csv:730",0,1,0,0,0,2,0,1,302.760,4.871,532.686,79.818,141.322,254.512,57.034,919.941,2.000,2.000,0.0257954,0.0053097,0.8587514,31.808,10.406,15.137,8.172,2.969,-3.695,-4.044,-5.757,112.886,-0.296,106.335,-5.098,9.404,1.307,6,0.529,3,81.068,0.000,0.000,69.326,4,0,16,0,16,4,21,0,0.000
"screen_liperp.csv:752",0,1,0,0,0,3,0,1,286.305,7.665,515.934,135.114,146.362,187.826,46.632,886.857,2.000,2.000,0.0662420,0.0054821,0.8652469,29.205,8.971,14.624,7.488,2.608,-3.187,-3.707,-5.334,101.123,-0.408,82.801,-5.330,9.659,1.544,4,0.398,3,78.100,46.632,0.000,69.484,4,0,16,0,16,4,21,0,0.001
"screen_liperp.csv:2185",0,0,0,0,0,3,0,-2,286.332,4.933,554.139,66.982,168.565,318.592,0.000,948.176,2.000,4.000,0.0256665,0.0102084,0.8423105,32.908,10.862,16.477,10.574,2.592,-5.353,-5.330,-5.603,249.690,-1.201,110.411,-3.216,8.738,1.278,2,0.246,3,85.034,0.000,0.000,77.787,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:579",0,0,0,0,0,2,0,-1,303.317,5.550,538.360,92.882,155.712,289.766,0.000,924.701,2.000,5.250,0.0333058,0.0137912,0.8526284,32.336,10.375,17.006,11.704,2.045,-3.920,-4.287,-5.299,330.586,-0.985,149.539,-3.176,8.497,1.571,2,0.042,3,84.008,0.000,0.000,86.773,4,0,17,0,17,0,23,0,0.024
"screen_liperp.csv:2130",0,0,0,1,0,3,0,-2,291.306,4.753,537.454,0.000,215.441,322.013,0.000,916.367,3.000,4.500,0.0246523,0.0145021,0.8489268,31.668,11.153,18.005,12.833,2.227,-3.802,-4.169,-3.705,22.723,-1.610,10.528,-4.068,8.750,1.189,1,-0.139,2,64.265,0.000,0.000,102.206,4,0,16,0,16,0,22,1,0.004
"screen_liperp.csv:2812",0,0,0,0,0,3,0,-2,287.320,7.670,550.498,66.194,159.193,325.111,0.000,943.825,1.000,5.000,0.0623244,0.0090827,0.8452852,32.796,10.582,15.999,10.066,2.400,-5.049,-5.155,-5.586,306.391,-1.103,137.745,-3.020,9.162,1.466,2,0.102,3,85.495,0.000,0.000,78.355,4,0,18,0,18,0,22,0,0.002
"screen_liperp.csv:1840",0,0,0,0,0,3,0,-2,290.321,10.767,560.749,81.710,185.698,293.340,0.000,952.392,2.000,5.500,0.1217287,0.0138711,0.8348482,32.836,10.823,18.598,12.012,1.883,-4.059,-3.892,-5.603,171.760,-1.394,73.687,-3.621,8.905,1.290,2,0.016,3,77.974,0.000,0.000,94.242,4,0,16,0,16,0,22,0,0.006
"screen_liperp.csv:2193",0,0,0,0,0,3,0,-2,286.332,9.227,556.054,65.889,163.294,326.872,0.000,951.430,2.000,4.000,0.0894853,0.0101732,0.8413287,33.118,10.913,17.410,10.599,2.658,-5.385,-5.330,-5.658,280.143,-1.155,125.035,-3.090,8.772,1.175,2,0.254,3,86.314,0.000,0.000,75.988,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2210",0,0,0,0,0,3,0,-2,286.332,10.325,533.683,61.512,172.476,299.695,0.000,929.343,2.000,4.000,0.1147167,0.0105996,0.8629763,31.974,10.652,17.420,10.423,2.438,-5.004,-5.330,-5.178,229.249,-1.161,100.674,-3.354,8.763,1.329,2,0.209,3,83.464,0.000,0.000,78.517,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2295",0,0,0,0,0,3,0,-2,292.355,2.349,553.169,90.884,182.638,252.113,27.535,933.579,2.000,4.000,0.0059127,0.0102263,0.8351048,31.689,10.518,15.851,10.225,2.428,-5.456,-5.388,-5.402,183.631,-1.296,112.098,-3.709,8.930,1.127,3,0.205,3,81.681,0.000,0.000,78.523,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:150",1,0,0,0,0,1,0,-1,292.293,13.391,518.449,87.436,154.466,276.547,0.000,891.173,1.000,3.000,0.2012239,0.0057865,0.8638410,31.510,9.765,16.383,8.098,2.992,-4.393,-4.889,-5.054,339.705,-0.877,154.002,-3.296,9.205,1.191,3,0.426,3,89.769,0.000,0.000,85.526,5,0,17,0,17,1,22,0,0.005
"screen_liperp.csv:74",0,0,0,0,0,2,0,0,285.345,7.709,537.638,81.420,116.584,339.634,0.000,937.758,1.500,3.000,0.0633780,0.0068340,0.8617923,33.334,10.503,15.745,8.827,3.396,-4.590,-4.887,-5.388,776.852,-0.604,376.546,-2.280,8.207,1.056,2,0.472,3,100.000,0.000,0.000,56.934,2,0,19,0,19,0,22,0,0.039
"screen_liperp.csv:2301",0,0,0,0,0,2,0,-2,292.355,9.460,547.354,88.360,168.520,239.647,50.828,928.858,2.000,4.000,0.0963520,0.0103349,0.8411290,32.023,10.468,17.286,10.259,2.574,-5.621,-5.388,-5.246,249.932,-1.020,209.846,-3.589,8.835,1.252,3,0.238,3,84.932,0.000,0.000,77.916,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:1546",1,0,0,0,0,3,1,-2,304.304,6.357,579.175,94.497,201.180,283.499,0.000,974.841,1.000,6.500,0.0414587,0.0112229,0.8209393,33.640,10.825,16.883,11.615,1.627,-5.021,-4.798,-5.781,122.493,-1.607,51.134,-3.941,9.262,1.415,0,-0.116,3,73.845,0.000,0.000,104.853,5,0,16,0,16,0,23,0,0.000
"screen_liperp.csv:2174",0,0,0,0,0,2,0,0,296.755,5.178,544.861,91.119,116.733,276.633,60.377,925.130,2.000,3.500,0.0289763,0.0090844,0.8427153,32.227,10.399,16.018,9.663,3.176,-4.752,-4.708,-5.396,774.323,-0.505,803.586,-2.504,8.901,1.211,2,0.307,3,100.000,0.000,0.000,62.899,3,0,16,0,16,0,21,0,0.016
"screen_liperp.csv:2204",0,0,0,0,0,3,0,-2,286.332,7.439,556.196,66.938,168.250,321.008,0.000,950.728,2.000,4.000,0.0582095,0.0101706,0.8407010,33.033,10.897,16.964,10.593,2.612,-5.388,-5.330,-5.641,251.409,-1.204,111.233,-3.202,8.842,1.366,2,0.252,3,85.204,0.000,0.000,77.733,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2283",0,0,0,0,0,2,0,-2,292.355,7.169,538.153,68.425,174.220,259.818,35.690,914.020,2.000,4.000,0.0562305,0.0105116,0.8463749,31.622,10.415,16.594,10.407,2.411,-5.398,-5.388,-5.257,220.682,-1.091,151.548,-3.623,8.918,1.568,3,0.203,3,83.013,0.000,0.000,76.251,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:1908",1,0,0,0,0,3,0,-1,286.332,8.008,576.220,94.368,118.169,363.684,0.000,973.322,1.000,4.000,0.0658834,0.0069418,0.8242917,34.345,10.797,15.845,9.126,3.313,-5.846,-5.394,-6.110,750.421,-0.777,362.719,-2.128,8.696,1.217,0,0.362,3,100.000,0.000,0.000,63.768,3,0,16,0,16,0,22,1,0.003
"screen_liperp.csv:2314",0,0,0,0,0,2,0,-2,292.355,8.614,543.093,72.241,170.667,249.412,50.773,922.553,2.000,4.000,0.0804322,0.0104160,0.8438884,31.864,10.499,17.045,10.329,2.533,-5.548,-5.388,-5.247,238.485,-1.030,199.338,-3.594,8.958,1.315,3,0.223,3,84.327,0.000,0.000,76.033,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2129",0,0,0,1,0,3,0,-2,291.306,5.892,530.747,0.000,216.524,314.223,0.000,909.404,3.000,4.500,0.0381694,0.0146854,0.8552938,31.315,11.063,18.078,12.771,2.173,-3.693,-4.169,-3.565,22.192,-1.591,10.262,-4.115,8.699,1.158,1,-0.152,2,63.765,0.000,0.000,102.658,4,0,16,0,16,0,22,1,0.005
"screen_liperp.csv:2926",0,0,0,0,0,2,0,-1,297.743,6.988,527.155,91.361,140.074,247.522,48.199,902.334,2.000,4.500,0.0541219,0.0120723,0.8566521,31.037,10.103,16.533,10.562,2.430,-4.152,-4.380,-5.032,465.135,-0.711,397.260,-3.037,8.724,1.239,2,0.103,3,88.921,0.000,0.000,77.433,4,0,16,0,16,0,21,0,0.020
"screen_liperp.csv:2014",0,0,0,0,0,1,0,0,285.729,3.618,492.342,78.888,98.303,257.169,57.982,847.683,2.000,3.000,0.0154423,0.0086173,0.8798063,29.584,9.526,14.629,9.006,2.989,-4.124,-4.601,-4.703,1157.953,-0.201,1204.537,-2.329,8.668,0.782,3,0.238,3,100.000,0.000,0.000,59.367,3,0,15,0,15,0,20,0,0.101
"screen_liperp.csv:1521",1,0,0,0,0,3,0,-2,288.305,15.710,554.115,81.643,186.568,285.904,0.000,939.645,0.000,5.000,0.2626613,0.0000000,0.8372874,32.255,10.203,17.147,8.530,2.034,-4.611,-4.835,-5.528,168.528,-1.392,72.189,-3.663,8.738,1.144,1,-0.119,3,78.708,0.000,0.000,93.967,4,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:917",0,0,0,0,0,4,0,-2,283.332,4.582,550.462,58.549,184.408,307.505,0.000,942.690,1.500,4.000,0.0222740,0.0088998,0.8446634,31.941,10.736,15.398,9.644,2.526,-5.190,-5.309,-5.512,176.667,-1.401,75.965,-3.451,8.584,1.283,2,0.224,3,81.955,0.000,0.000,77.126,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2284",0,0,0,0,0,3,0,-2,292.355,3.237,535.514,63.261,177.925,259.270,35.057,916.829,2.000,4.000,0.0114276,0.0105634,0.8522886,31.087,10.484,15.793,10.201,2.403,-5.188,-5.388,-5.159,203.534,-1.164,137.756,-3.597,8.963,1.102,3,0.171,3,82.337,0.000,0.000,78.581,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2322",0,0,0,0,0,2,0,-2,292.355,9.615,534.521,72.946,183.260,235.536,42.779,912.656,2.000,4.000,0.1012911,0.0105830,0.8512792,31.336,10.364,17.168,10.297,2.342,-5.368,-5.388,-5.062,181.152,-1.138,133.883,-3.875,8.933,1.312,3,0.202,3,81.071,0.000,0.000,78.764,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:3120",0,0,0,0,0,2,0,-2,304.366,10.493,573.931,0.000,183.077,350.376,40.479,970.103,2.000,4.000,0.1134980,0.0098563,0.8257538,34.731,11.645,18.626,11.171,2.811,-6.032,-5.744,-6.022,181.880,-1.248,130.619,-3.467,9.102,1.199,2,0.337,3,83.851,0.000,0.000,78.596,3,0,17,0,17,0,22,1,0.000
"screen_liperp.csv:801",0,0,0,0,0,4,0,-2,290.244,6.325,513.004,17.613,184.884,207.646,102.862,859.913,1.500,4.500,0.0465290,0.0107433,0.8524724,27.674,8.574,14.865,9.407,2.268,-4.851,-5.026,-4.909,174.840,-1.121,274.922,-3.811,8.867,1.343,1,-0.070,3,80.366,102.862,0.000,84.693,3,0,12,0,12,0,21,0,0.001
"screen_liperp.csv:1234",0,0,1,0,0,2,0,-1,293.324,6.894,548.519,138.223,138.977,271.319,0.000,937.558,1.000,3.000,0.0506854,0.0054693,0.8445756,32.674,9.996,14.559,7.809,3.249,-4.860,-4.835,-5.341,476.407,-0.856,221.964,-4.996,9.533,1.583,3,0.505,3,93.902,0.000,0.000,71.676,5,0,19,0,19,4,22,0,0.000
"screen_liperp.csv:206",0,0,0,0,0,4,0,-2,286.332,10.702,544.122,76.600,159.292,308.231,0.000,939.389,1.000,3.500,0.1219146,0.0064324,0.8525088,31.816,10.447,15.624,8.238,2.963,-5.286,-5.583,-5.389,305.729,-1.139,137.423,-2.985,8.537,1.303,1,0.333,3,88.778,0.000,0.000,76.483,3,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:233",0,0,0,0,0,1,0,0,291.306,6.492,508.631,97.801,109.489,301.341,0.000,880.758,2.000,3.500,0.0478485,0.0097315,0.8736419,31.330,9.797,15.784,9.894,2.785,-4.030,-4.660,-5.014,907.027,-0.453,445.187,-2.380,8.649,0.813,3,0.249,3,96.191,0.000,0.000,68.834,4,0,18,0,17,0,22,0,0.113
"screen_liperp.csv:1855",1,0,0,1,0,4,0,-2,299.344,5.941,534.885,0.000,149.857,382.278,2.750,906.975,2.000,4.500,0.0389180,0.0118978,0.8471648,31.225,10.807,16.336,11.106,2.885,-3.744,-4.411,-4.021,95.149,-1.063,51.243,-2.551,8.428,0.834,0,-0.137,3,79.249,0.000,0.000,73.642,4,0,16,0,16,0,21,0,0.152
"screen_liperp.csv:2010",0,0,0,0,0,1,0,0,285.729,4.174,498.008,78.684,107.037,240.952,71.334,854.278,2.000,3.000,0.0203955,0.0085192,0.8743021,29.693,9.600,14.805,8.973,2.999,-4.280,-4.601,-4.715,956.900,-0.255,1159.946,-2.547,8.739,0.681,3,0.253,3,100.000,0.000,0.000,61.364,3,0,15,0,15,0,20,0,0.043
"screen_liperp.csv:2662",0,0,0,0,0,1,0,-1,286.717,6.453,519.123,87.896,157.150,202.406,71.671,872.223,2.000,4.000,0.0477356,0.0108969,0.8504452,30.043,9.742,15.964,10.088,2.354,-4.349,-4.278,-4.917,320.365,-0.769,356.962,-3.607,9.418,1.149,2,0.141,3,85.573,0.000,0.000,78.149,4,0,15,0,15,0,20,0,0.003
"screen_liperp.csv:2691",0,0,0,0,0,4,0,-2,299.331,5.208,588.318,95.117,223.828,269.373,0.000,997.066,1.000,5.500,0.0272012,0.0093487,0.8204184,33.753,11.107,16.246,10.489,1.619,-5.298,-5.082,-5.722,74.703,-1.895,29.961,-4.312,9.296,1.370,1,0.092,3,69.955,0.000,0.000,94.179,4,0,16,0,16,0,23,0,0.000
"screen_liperp.csv:2463",0,0,0,0,0,3,0,-2,287.320,12.110,579.662,94.351,149.519,335.792,0.000,970.253,1.000,5.000,0.1511393,0.0086257,0.8176747,33.956,10.776,17.504,10.143,2.631,-5.485,-5.035,-6.084,378.456,-1.108,173.075,-2.804,8.984,1.447,1,0.159,3,88.493,0.000,0.000,76.618,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2315",0,0,0,0,0,2,0,-2,292.355,2.688,541.319,61.622,179.649,266.346,33.702,921.055,2.000,4.000,0.0078457,0.0104501,0.8457376,31.966,10.553,16.079,10.495,2.417,-5.443,-5.388,-5.298,196.013,-1.149,130.021,-3.700,8.773,1.279,3,0.221,3,82.125,0.000,0.000,78.406,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:1365",0,0,0,0,0,3,3,-2,298.343,8.118,586.461,82.305,199.422,304.734,0.000,998.565,1.500,4.500,0.0660040,0.0093977,0.8238416,34.792,11.319,17.311,10.527,2.562,-5.823,-5.295,-5.836,127.287,-1.576,53.300,-3.833,8.400,1.302,1,0.316,3,79.618,0.000,0.000,87.486,3,0,19,3,16,2,23,1,0.000
"screen_liperp.csv:2208",0,0,0,0,0,3,0,-2,286.332,5.846,551.370,80.166,176.352,294.853,0.000,947.402,2.000,4.000,0.0360780,0.0102596,0.8460801,32.651,10.755,16.541,10.459,2.508,-5.305,-5.330,-5.429,210.649,-1.260,91.875,-3.443,8.767,1.204,2,0.246,3,83.218,0.000,0.000,78.461,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1320",0,0,0,0,0,3,0,-1,295.291,6.534,542.602,24.692,149.507,284.015,84.388,913.700,1.500,3.500,0.0467264,0.0079001,0.8392398,31.198,9.469,15.421,8.986,3.072,-5.734,-5.727,-5.488,378.551,-0.825,501.915,-2.986,8.584,1.674,3,0.272,3,91.076,84.388,0.000,64.274,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:2937",0,0,0,0,0,2,0,-1,297.743,2.653,546.153,88.706,138.124,256.166,63.158,919.913,2.000,4.500,0.0076503,0.0116523,0.8375578,31.823,10.355,16.193,10.658,2.607,-4.522,-4.380,-5.382,485.370,-0.715,502.355,-2.971,8.963,1.328,3,0.136,3,90.287,0.000,0.000,74.597,4,0,16,0,16,0,21,0,0.010
"screen_liperp.csv:2858",0,0,0,0,0,2,1,-1,313.740,7.330,545.072,85.563,152.101,235.978,71.430,928.958,2.000,5.000,0.0578329,0.0129727,0.8447122,31.992,10.485,17.313,11.109,2.392,-4.408,-4.516,-5.170,357.708,-0.803,400.925,-3.299,9.276,1.102,2,0.085,3,86.657,0.000,0.000,86.643,4,0,16,0,16,0,22,0,0.006
"screen_liperp.csv:1834",0,0,0,0,0,3,0,-2,290.321,3.752,556.179,81.361,161.831,312.987,0.000,946.983,2.000,5.500,0.0148678,0.0139850,0.8385170,32.807,10.751,17.048,11.972,1.950,-3.775,-3.892,-5.638,289.237,-1.152,129.428,-3.111,9.041,1.422,1,0.005,3,82.417,0.000,0.000,89.380,4,0,16,0,16,0,22,0,0.023
"screen_liperp.csv:1836",0,0,0,0,0,3,0,-2,290.321,8.233,543.503,84.907,163.465,295.131,0.000,934.447,2.000,5.500,0.0725302,0.0143112,0.8504839,32.135,10.555,17.618,11.831,1.947,-3.776,-3.892,-5.359,279.104,-1.124,124.534,-3.204,8.928,1.534,2,-0.017,3,82.118,0.000,0.000,89.945,4,0,16,0,16,0,22,0,0.030
"screen_liperp.csv:2737",0,0,0,0,0,2,0,0,277.322,5.695,539.368,143.234,111.106,285.028,0.000,925.441,2.000,3.000,0.0350513,0.0078660,0.8514893,32.320,10.030,15.578,9.155,3.186,-4.525,-4.239,-5.294,875.559,-0.579,428.516,-2.371,8.764,0.766,3,0.389,3,100.000,0.000,0.000,59.804,3,0,18,3,15,3,21,0,0.035
"screen_liperp.csv:850",0,1,0,0,0,3,0,1,284.289,5.704,519.877,41.432,154.462,277.069,46.914,883.762,2.000,2.000,0.0368197,0.0054406,0.8566851,29.934,9.584,14.635,8.159,2.636,-3.259,-3.796,-5.898,84.730,-0.507,68.637,-5.165,9.464,1.535,4,0.387,3,76.886,46.914,0.000,71.007,4,0,16,0,16,2,21,0,0.001
"screen_liperp.csv:1833",0,0,0,0,0,3,0,-2,290.321,5.199,561.212,81.482,185.542,294.188,0.000,952.691,2.000,5.500,0.0283671,0.0138596,0.8343334,32.856,10.830,17.324,12.018,1.887,-4.066,-3.892,-5.616,172.348,-1.394,73.960,-3.615,9.167,1.479,2,0.017,3,78.023,0.000,0.000,94.321,4,0,16,0,16,0,22,0,0.006
"screen_liperp.csv:621",0,0,0,0,0,3,1,-2,290.364,10.934,561.666,199.537,164.591,197.538,0.000,975.908,1.500,4.500,0.1225005,0.0098125,0.8471483,32.862,10.156,17.137,9.502,2.548,-5.395,-4.769,-4.947,272.325,-1.146,121.268,-3.569,8.417,0.828,4,0.268,3,85.448,0.000,0.000,77.451,3,0,17,0,12,4,22,0,0.000
"screen_liperp.csv:1258",1,0,0,0,0,0,0,-1,292.293,4.544,484.474,146.836,162.296,175.343,0.000,858.740,1.000,4.500,0.0240423,0.0092884,0.9018526,29.887,9.007,14.203,9.079,1.900,-3.569,-4.444,-3.956,286.319,-0.767,128.018,-3.893,8.976,1.757,2,0.125,3,82.045,0.000,0.000,100.218,5,0,18,0,18,0,22,0,0.010
"screen_liperp.csv:469",0,0,0,0,0,3,0,-2,292.293,11.358,539.030,0.000,208.713,330.317,0.000,912.860,2.000,3.500,0.1413142,0.0091827,0.8442834,31.607,10.884,17.554,10.398,2.296,-4.226,-4.619,-5.627,103.914,-1.569,42.805,-3.914,9.016,1.597,2,0.233,3,76.483,0.000,0.000,97.802,5,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:139",0,0,0,0,0,2,1,0,271.702,9.259,480.937,0.000,134.074,278.570,68.293,812.414,1.500,3.500,0.1055325,0.0089130,0.8755124,27.735,9.512,14.970,8.910,2.495,-3.759,-4.257,-4.875,530.250,-0.556,589.729,-2.817,8.634,1.127,1,0.065,3,90.318,0.000,0.000,66.058,3,0,16,0,16,0,19,0,0.072
"screen_liperp.csv:204",0,0,0,0,0,4,0,-2,286.332,8.974,564.288,81.763,168.085,314.440,0.000,959.456,1.500,4.500,0.0839338,0.0097669,0.8337089,32.678,10.801,16.669,10.106,2.551,-5.277,-5.189,-5.722,252.320,-1.290,111.669,-3.126,8.464,1.192,1,0.176,3,84.875,0.000,0.000,77.948,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:882",0,1,0,0,0,3,0,1,288.733,8.767,534.085,116.708,153.053,193.135,71.189,906.445,2.000,2.000,0.0847847,0.0052958,0.8481044,30.040,9.977,15.286,7.622,2.781,-3.619,-3.762,-5.637,87.377,-0.463,96.379,-5.434,9.284,1.355,4,0.447,3,77.978,0.000,0.000,70.638,4,0,15,0,15,3,20,0,0.000
"screen_liperp.csv:1448",0,0,0,0,0,2,0,0,286.717,4.185,508.378,72.079,131.309,231.216,73.774,858.919,2.000,4.000,0.0203911,0.0111273,0.8595665,29.144,9.688,15.194,9.862,2.488,-4.062,-4.278,-4.907,563.242,-0.561,674.554,-2.933,9.277,0.979,4,0.070,3,90.745,0.000,0.000,73.980,4,0,15,0,15,0,20,0,0.029
"screen_liperp.csv:2016",0,0,0,0,0,1,0,0,285.729,6.666,514.484,83.187,111.115,248.547,71.635,868.266,2.000,3.000,0.0511810,0.0082464,0.8555163,30.326,9.726,15.431,9.092,3.060,-4.566,-4.601,-5.055,875.388,-0.333,1057.526,-2.596,8.766,0.784,3,0.282,3,100.000,0.000,0.000,61.633,3,0,15,0,15,0,20,0,0.020
"screen_liperp.csv:1999",0,0,0,0,0,1,0,0,285.729,2.451,492.764,87.759,111.119,239.730,54.157,849.739,2.000,3.000,0.0070688,0.0086099,0.8804739,29.500,9.490,14.504,8.974,2.878,-4.115,-4.601,-4.609,875.307,-0.319,848.209,-2.627,8.844,0.833,3,0.244,3,96.457,0.000,0.000,61.899,3,0,15,0,15,0,20,0,0.052
"screen_liperp.csv:2316",0,0,0,0,0,2,0,-2,292.355,2.827,534.109,73.902,177.135,239.934,43.138,917.359,2.000,4.000,0.0087148,0.0105912,0.8548593,31.566,10.415,15.970,10.285,2.422,-5.362,-5.388,-5.025,207.074,-1.067,155.408,-3.747,9.019,1.353,3,0.216,3,82.578,0.000,0.000,78.682,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2218",0,0,0,0,0,3,0,-2,286.332,2.021,562.996,78.736,181.943,302.316,0.000,957.068,2.000,4.000,0.0042690,0.0100478,0.8342351,33.109,10.905,16.269,10.575,2.532,-5.504,-5.330,-5.656,186.438,-1.360,80.516,-3.520,8.876,1.388,2,0.265,3,82.407,0.000,0.000,78.670,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:2687",0,0,0,0,0,3,0,-2,290.296,7.250,539.895,0.000,174.041,333.850,32.004,912.768,2.000,4.000,0.0575856,0.0104777,0.8428745,31.637,10.451,16.674,10.692,2.475,-5.249,-5.408,-5.667,221.548,-1.172,145.277,-3.263,8.842,1.269,1,0.155,3,83.419,32.004,0.000,76.581,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2021",1,0,0,1,0,4,0,-2,299.328,4.827,584.488,0.000,177.290,407.199,0.000,992.046,1.000,3.500,0.0234835,0.0059881,0.8230200,34.868,11.705,15.506,9.131,3.794,-6.006,-5.966,-4.530,52.271,-1.423,25.905,-2.968,9.270,0.995,0,0.306,3,79.913,0.000,0.000,75.386,3,0,18,0,18,0,23,1,0.000
"screen_liperp.csv:1801",0,0,0,0,0,2,0,-1,299.713,6.060,509.684,8.790,166.988,262.223,71.682,878.094,2.000,5.000,0.0418224,0.0138734,0.8700774,30.207,10.387,16.652,11.303,2.083,-3.944,-4.185,-4.885,258.433,-0.852,283.038,-3.481,9.107,1.501,2,-0.023,3,82.321,0.000,0.000,94.147,4,0,15,0,15,0,21,0,0.015
"screen_liperp.csv:1305",0,0,0,0,0,5,0,-2,295.343,10.221,594.125,0.000,205.684,388.441,0.000,1003.236,1.500,4.000,0.1041306,0.0082457,0.8157478,34.495,11.986,17.532,10.224,2.839,-5.789,-5.666,-6.366,111.020,-1.799,45.977,-3.462,8.138,1.117,1,0.329,3,80.180,0.000,0.000,77.949,3,0,18,0,18,0,23,1,0.000
"screen_liperp.csv:1520",1,0,0,0,0,3,0,-2,288.305,13.621,542.557,81.584,164.411,296.562,0.000,931.716,0.000,5.000,0.1991306,0.0000000,0.8503065,32.039,10.090,16.148,8.424,2.148,-4.392,-4.835,-5.368,273.395,-1.133,121.783,-3.217,8.696,1.029,1,-0.142,3,83.136,0.000,0.000,93.567,4,0,16,0,16,0,22,0,0.007
"screen_liperp.csv:731",0,1,0,0,0,3,0,1,288.733,9.884,524.711,123.553,143.453,197.465,60.240,884.277,2.000,2.000,0.1104790,0.0053904,0.8491231,29.194,9.645,15.246,7.559,2.671,-3.404,-3.762,-5.641,107.755,-0.397,105.293,-5.242,9.559,1.460,4,0.387,3,78.959,0.000,0.000,69.288,4,0,15,0,15,3,20,0,0.001
"screen_liperp.csv:2413",1,0,0,0,0,3,0,-1,287.320,8.015,572.780,94.440,135.281,343.059,0.000,962.912,1.000,5.000,0.0667159,0.0087294,0.8233198,33.732,10.665,16.227,10.079,2.695,-5.434,-5.035,-6.027,516.454,-0.948,242.198,-2.516,8.951,1.404,0,0.142,3,91.283,0.000,0.000,75.231,4,0,16,0,16,0,22,0,0.003
"screen_liperp.csv:2101",0,0,0,0,0,2,0,-1,286.332,12.048,567.572,144.284,132.424,290.864,0.000,965.384,1.000,4.000,0.1503629,0.0070476,0.8322961,33.974,10.325,16.885,8.928,3.082,-5.856,-5.200,-5.633,549.696,-0.832,259.091,-2.743,8.445,0.896,2,0.386,3,94.035,0.000,0.000,65.254,3,0,19,3,16,3,22,1,0.001
"screen_liperp.csv:2180",0,0,0,0,0,3,0,-2,286.332,10.762,534.479,55.109,172.677,306.693,0.000,929.839,2.000,4.000,0.1245549,0.0105839,0.8619977,32.061,10.703,17.595,10.474,2.447,-5.018,-5.330,-5.228,228.245,-1.167,100.198,-3.334,8.780,1.234,2,0.209,3,83.485,0.000,0.000,78.460,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2052",0,0,0,0,0,3,0,-2,306.751,3.478,546.259,0.000,181.920,292.887,71.451,933.377,2.000,4.000,0.0129620,0.0103556,0.8455465,32.071,11.144,16.396,10.496,2.653,-5.529,-5.731,-5.428,186.530,-1.138,198.393,-3.553,8.866,1.363,1,0.210,3,83.119,0.000,0.000,78.491,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:2156",0,0,0,0,0,2,0,-1,310.345,7.820,534.506,73.751,165.438,215.277,80.040,929.222,2.000,4.000,0.0658150,0.0105833,0.8615730,31.805,10.064,16.945,10.051,2.691,-5.530,-5.742,-4.799,267.330,-0.846,326.225,-3.618,9.116,1.311,3,0.250,3,86.144,36.983,0.000,77.994,3,0,15,0,15,0,22,0,0.000
"screen_liperp.csv:2305",0,0,0,0,0,2,0,-1,292.355,8.958,529.574,64.973,165.022,257.300,42.280,914.287,2.000,4.000,0.0877753,0.0106819,0.8602533,31.609,10.440,17.048,10.309,2.506,-5.281,-5.388,-5.020,269.771,-0.940,204.612,-3.462,8.840,1.211,3,0.211,3,85.131,0.000,0.000,77.988,3,0,15,0,15,0,21,0,0.001
