molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"screen_liperp.csv:2359",1,0,0,0,0,3,0,-1,287.320,10.941,573.049,94.175,129.133,349.740,0.000,967.307,1.000,5.000,0.1237601,0.0087253,0.8254355,33.971,10.719,17.082,10.083,2.774,-5.432,-5.035,-6.025,590.647,-0.881,280.016,-2.379,9.139,1.537,0,0.155,3,92.788,0.000,0.000,76.270,4,0,16,0,16,0,22,0,0.004
"screen_liperp.csv:538",0,0,0,0,0,2,0,0,302.332,5.892,565.479,87.965,118.939,358.574,0.000,966.791,2.000,4.000,0.0359030,0.0100037,0.8361878,34.677,10.960,17.072,10.756,3.056,-4.710,-4.824,-5.893,737.901,-0.691,356.182,-2.256,9.024,0.874,3,0.334,3,96.170,0.000,0.000,72.661,4,0,19,0,19,0,23,0,0.033
"screen_liperp.csv:1160",0,0,0,0,0,2,1,-2,286.332,6.051,552.303,104.197,172.884,275.222,0.000,945.205,1.500,4.500,0.0387335,0.0099789,0.8433446,33.017,10.448,16.224,10.285,2.389,-5.397,-4.949,-5.379,227.219,-1.178,99.711,-3.544,8.738,1.467,2,0.229,3,83.108,0.000,0.000,78.427,3,0,17,0,12,0,22,0,0.000
"screen_liperp.csv:494",0,0,0,0,0,4,2,-2,300.316,4.718,556.825,0.000,209.243,347.582,0.000,959.491,0.500,4.500,0.0231948,0.0057145,0.8449028,32.996,11.133,14.789,9.129,2.426,-5.081,-5.479,-5.699,102.719,-1.632,42.273,-3.767,8.999,1.450,1,0.185,3,77.153,0.000,0.000,102.418,4,0,16,0,16,0,23,0,0.000
"screen_liperp.csv:2050",0,0,0,0,0,1,0,0,288.351,4.940,573.766,257.599,89.547,226.619,0.000,982.432,1.000,4.000,0.0248406,0.0069715,0.8329753,34.685,9.741,15.135,8.435,3.411,-6.128,-5.115,-5.315,1401.913,-0.357,712.751,-2.276,8.929,1.445,2,0.475,3,100.000,0.000,0.000,60.004,4,0,19,4,15,4,22,1,0.001
"screen_liperp.csv:2674",0,0,0,0,0,1,0,-1,286.717,1.453,505.391,88.325,152.963,206.307,57.795,857.289,2.000,4.000,0.0024628,0.0111930,0.8635536,29.483,9.556,15.099,10.048,2.265,-4.084,-4.278,-4.724,351.034,-0.722,330.773,-3.516,9.283,1.271,2,0.110,3,85.765,0.000,0.000,77.013,4,0,15,0,15,0,20,0,0.007
"screen_liperp.csv:2522",1,0,0,0,0,1,1,0,279.295,2.734,552.993,94.287,121.160,337.546,0.000,925.379,1.000,5.000,0.0080749,0.0090417,0.8304726,33.461,10.168,15.334,10.339,2.555,-4.418,-3.877,-5.885,702.970,-0.668,337.992,-2.467,8.669,1.024,0,0.132,3,92.862,0.000,0.000,76.394,4,0,16,0,16,0,21,0,0.036
"screen_liperp.csv:1612",0,0,0,0,0,2,0,-1,297.743,6.289,541.673,90.911,140.113,248.467,62.181,915.370,2.000,4.500,0.0432047,0.0117487,0.8417031,31.568,10.277,16.596,10.608,2.555,-4.442,-4.380,-5.278,464.741,-0.723,473.450,-3.034,9.111,1.531,3,0.127,3,89.645,0.000,0.000,75.292,4,0,16,0,16,0,21,0,0.010
"screen_liperp.csv:1422",1,0,0,0,0,2,1,-2,298.343,2.055,570.020,29.874,174.671,365.475,0.000,979.409,1.500,4.500,0.0043108,0.0096687,0.8367274,35.248,11.414,16.674,10.953,2.691,-5.701,-5.185,-5.917,218.524,-1.220,95.593,-3.259,8.371,1.704,1,0.315,3,84.577,0.000,0.000,80.350,3,0,19,0,12,0,23,1,0.000
"screen_liperp.csv:2143",0,0,0,0,0,3,0,-1,292.312,3.148,561.444,106.111,137.857,297.645,19.830,946.103,1.000,4.000,0.0104774,0.0071245,0.8301397,32.625,10.084,14.587,8.782,3.006,-5.596,-5.514,-5.700,488.207,-0.902,292.684,-2.724,9.074,1.049,1,0.291,3,92.666,19.830,0.000,66.665,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2659",0,0,0,0,0,1,0,0,286.717,5.083,514.351,86.402,149.467,207.073,71.409,869.664,2.000,4.000,0.0297039,0.0109980,0.8566564,29.985,9.722,15.683,10.056,2.394,-4.274,-4.278,-4.839,378.882,-0.679,426.521,-3.449,9.277,1.101,2,0.138,3,87.116,0.000,0.000,78.561,4,0,15,0,15,0,20,0,0.005
"screen_liperp.csv:1182",0,0,0,0,0,2,1,-2,286.332,4.897,553.188,93.951,163.967,295.270,0.000,947.626,1.500,4.500,0.0253030,0.0099629,0.8434326,33.306,10.550,16.130,10.362,2.489,-5.412,-4.949,-5.474,276.059,-1.094,123.067,-3.309,8.260,1.484,2,0.235,3,85.208,0.000,0.000,75.371,3,0,17,0,12,0,22,0,0.001
"screen_liperp.csv:192",0,0,0,0,0,1,0,-2,302.332,2.291,547.576,80.886,170.628,296.062,0.000,947.975,2.000,4.000,0.0055362,0.0103307,0.8522855,33.969,10.752,16.645,10.860,2.535,-4.335,-4.824,-5.334,238.693,-1.063,105.164,-3.525,8.575,1.153,2,0.336,3,84.345,0.000,0.000,80.346,4,0,19,0,19,0,23,0,0.002
"screen_liperp.csv:1168",0,0,0,0,0,2,1,-2,286.332,9.513,562.367,128.790,174.287,259.290,0.000,956.976,1.500,4.500,0.0945600,0.0098003,0.8351140,33.336,10.436,17.058,10.210,2.429,-5.569,-4.949,-5.437,220.361,-1.223,96.462,-3.626,8.650,1.216,2,0.255,3,83.107,0.000,0.000,78.889,3,0,17,0,12,0,22,0,0.000
"screen_liperp.csv:2939",0,0,0,0,0,2,0,-1,297.743,8.703,519.826,80.485,149.290,229.614,60.437,893.602,2.000,5.000,0.0847612,0.0136028,0.8631175,30.517,10.071,17.135,10.982,2.160,-3.944,-4.206,-4.842,380.350,-0.745,372.949,-3.270,9.121,1.536,3,0.010,3,85.772,0.000,0.000,76.473,4,0,16,0,16,0,21,0,0.018
"screen_liperp.csv:1930",1,0,0,0,0,3,0,-1,286.332,4.501,588.749,94.239,130.164,364.346,0.000,985.758,1.000,4.000,0.0205535,0.0067941,0.8136080,34.849,10.990,15.425,9.243,3.305,-6.069,-5.394,-6.286,577.501,-0.928,273.286,-2.347,8.851,1.327,0,0.392,3,95.726,0.000,0.000,64.455,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:2303",0,0,0,0,0,2,0,-2,292.355,10.662,541.335,88.343,178.199,224.041,50.752,926.119,2.000,4.000,0.1227374,0.0104498,0.8488086,31.765,10.427,17.603,10.204,2.476,-5.518,-5.388,-5.047,202.319,-1.081,166.831,-3.822,8.892,1.162,3,0.235,3,82.714,0.000,0.000,78.639,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:583",0,0,0,0,0,1,0,0,299.713,3.195,517.399,17.949,136.782,291.159,71.509,883.670,0.000,3.000,0.0115547,0.0000000,0.8607282,31.349,9.931,12.552,6.635,3.266,-4.492,-4.941,-5.174,499.795,-0.552,576.108,-2.919,9.581,1.484,2,0.338,3,94.373,0.000,0.000,71.136,4,0,16,0,16,1,21,0,0.009
"screen_liperp.csv:2516",1,0,0,0,0,3,1,-2,298.343,9.095,584.580,68.571,181.957,334.052,0.000,994.349,2.000,4.500,0.0831924,0.0108864,0.8241638,34.904,11.475,18.274,11.336,2.606,-5.735,-5.152,-5.970,186.379,-1.403,80.489,-3.408,8.077,1.210,0,0.276,3,82.838,0.000,0.000,79.317,3,0,19,0,12,0,23,1,0.000
"screen_liperp.csv:2925",0,0,0,0,0,2,0,0,297.743,5.821,541.024,83.511,137.411,258.422,61.680,914.977,2.000,4.500,0.0370286,0.0117628,0.8424718,31.647,10.323,16.542,10.656,2.582,-4.429,-4.380,-5.313,492.984,-0.696,501.443,-2.950,8.955,1.333,3,0.126,3,90.259,0.000,0.000,75.006,4,0,16,0,16,0,21,0,0.012
"screen_liperp.csv:1995",0,0,0,0,0,1,0,0,285.729,4.140,503.611,69.773,88.379,273.806,71.653,864.712,2.000,3.000,0.0198170,0.0084244,0.8715998,30.425,9.791,15.010,9.083,3.232,-4.378,-4.601,-4.915,1438.138,-0.097,1808.965,-2.088,8.884,1.026,3,0.279,3,100.000,0.000,0.000,55.453,3,0,15,0,15,0,20,0,0.098
"screen_liperp.csv:1983",1,0,0,0,0,1,0,0,285.729,5.723,513.290,79.986,109.439,269.693,54.172,871.467,2.000,3.000,0.0375845,0.0082656,0.8596123,30.656,9.792,15.312,9.216,3.051,-4.470,-4.601,-5.090,908.004,-0.351,882.679,-2.490,7.867,1.210,4,0.292,3,100.000,0.000,0.000,61.140,3,0,15,0,15,0,20,0,0.031
"screen_liperp.csv:1449",0,0,0,0,0,1,0,0,286.717,9.158,512.013,94.936,128.233,214.892,73.953,862.614,2.000,4.000,0.0972250,0.0110483,0.8559104,29.778,9.571,16.452,9.960,2.511,-4.286,-4.278,-4.888,602.381,-0.482,726.992,-3.030,8.791,1.423,3,0.119,3,91.405,0.000,0.000,71.953,4,0,15,0,15,0,20,0,0.014
"screen_liperp.csv:2259",0,0,0,0,0,1,1,0,289.333,3.582,577.103,135.880,107.725,333.499,0.000,975.594,1.000,4.500,0.0131481,0.0077976,0.8243110,35.432,10.533,15.739,9.786,3.159,-5.012,-4.025,-5.965,942.642,-0.554,464.111,-2.234,8.915,1.233,1,0.357,3,100.000,0.000,0.000,66.257,3,0,17,0,12,0,22,0,0.016
"screen_liperp.csv:1263",0,0,0,0,0,2,0,-1,293.300,2.805,551.422,160.862,148.104,207.416,35.040,934.489,1.000,5.000,0.0084221,0.0090675,0.8382954,31.941,9.330,14.897,9.425,2.489,-5.235,-5.154,-5.138,390.328,-0.876,278.408,-3.326,8.837,1.648,2,0.117,3,87.902,35.040,0.000,76.438,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2532",1,0,0,0,0,3,0,-1,287.320,13.149,567.633,86.827,139.570,341.236,0.000,960.643,1.000,5.000,0.1799740,0.0088085,0.8294789,33.623,10.676,17.781,10.083,2.665,-5.266,-5.035,-5.919,470.279,-0.970,218.879,-2.602,8.676,1.325,2,0.139,3,90.379,0.000,0.000,71.618,4,0,16,0,16,0,22,0,0.003
"screen_liperp.csv:2234",0,0,0,0,0,3,0,-2,286.332,5.974,544.669,65.356,173.418,305.894,0.000,941.551,2.000,4.000,0.0379027,0.0103859,0.8529598,32.522,10.780,16.545,10.498,2.509,-5.191,-5.330,-5.370,224.581,-1.206,98.460,-3.350,8.771,1.151,2,0.235,3,83.719,0.000,0.000,75.955,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:211",0,0,0,0,0,1,0,0,291.306,6.253,512.118,87.735,75.315,349.069,0.000,889.897,1.000,3.750,0.0439396,0.0073225,0.8736853,32.151,9.755,14.609,8.776,3.187,-4.126,-4.769,-5.241,1912.900,-0.155,997.300,-1.582,8.550,0.834,2,0.289,3,100.000,0.000,0.000,54.818,4,0,19,0,19,0,22,0,0.571
"screen_liperp.csv:1842",0,0,0,0,0,3,0,-2,290.321,4.425,526.493,74.680,157.425,294.388,0.000,921.841,2.000,5.500,0.0212382,0.0147736,0.8700473,31.623,10.468,16.762,11.744,1.924,-3.500,-3.892,-5.039,318.446,-1.004,143.612,-3.096,9.103,1.421,2,-0.033,3,83.010,0.000,0.000,89.446,4,0,16,0,16,0,22,0,0.074
"screen_liperp.csv:1796",0,0,0,0,0,4,0,-2,288.305,8.899,552.747,0.000,183.286,369.461,0.000,933.153,2.000,4.500,0.0848641,0.0115133,0.8354891,32.151,11.153,17.389,11.289,2.139,-3.877,-4.197,-5.956,181.050,-1.428,78.004,-3.212,8.756,1.260,1,0.083,3,79.880,0.000,0.000,85.834,4,0,16,0,16,0,22,0,0.016
"screen_liperp.csv:2449",0,0,0,0,0,3,0,-2,287.320,2.730,574.463,92.059,141.900,340.504,0.000,968.498,1.000,5.000,0.0076965,0.0087038,0.8240797,33.931,10.752,15.520,10.111,2.681,-5.407,-5.035,-6.002,446.958,-1.010,207.171,-2.647,9.019,1.304,1,0.157,3,90.081,0.000,0.000,75.976,4,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:1847",0,0,0,0,0,3,0,-2,290.321,9.164,547.634,81.187,172.761,293.686,0.000,938.999,2.000,5.500,0.0894335,0.0142032,0.8468068,32.303,10.641,17.942,11.895,1.822,-3.588,-3.892,-5.411,227.829,-1.224,100.000,-3.381,9.030,1.486,1,-0.008,3,79.809,0.000,0.000,92.425,4,0,16,0,16,0,22,0,0.017
"screen_liperp.csv:2008",0,0,0,0,0,1,0,0,285.729,5.383,518.264,82.190,111.228,252.273,72.573,872.432,2.000,3.000,0.0332113,0.0081863,0.8519912,30.528,9.785,15.257,9.128,3.092,-4.636,-4.601,-5.130,873.220,-0.340,1067.252,-2.585,8.802,0.740,3,0.291,3,100.000,0.000,0.000,61.740,3,0,15,0,15,0,20,0,0.017
"screen_liperp.csv:1378",0,0,0,0,0,5,0,-2,283.332,3.859,546.876,16.570,174.682,355.625,0.000,940.976,1.500,4.000,0.0158247,0.0089581,0.8491707,31.690,11.006,15.232,9.676,2.641,-4.965,-5.309,-5.669,218.472,-1.353,95.568,-3.006,8.621,1.505,2,0.179,3,84.280,0.000,0.000,75.888,3,0,16,0,16,0,22,0,0.003
"screen_liperp.csv:1170",0,0,0,0,0,2,1,-1,286.332,7.668,537.544,92.788,151.189,293.567,0.000,935.136,1.500,4.500,0.0628811,0.0102528,0.8603349,32.789,10.390,16.449,10.226,2.507,-5.144,-4.949,-5.192,364.897,-0.919,166.383,-3.080,8.421,1.096,2,0.212,3,87.481,0.000,0.000,75.999,3,0,17,0,12,0,22,0,0.002
"screen_liperp.csv:1541",0,0,0,0,0,3,0,-2,288.305,3.192,543.424,87.979,205.476,249.969,0.000,933.034,1.000,6.000,0.0109208,0.0110411,0.8497508,31.647,10.289,15.551,10.838,1.435,-4.328,-4.676,-5.155,111.525,-1.514,46.203,-4.138,8.957,1.368,1,-0.112,3,71.992,0.000,0.000,101.599,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1456",0,0,0,0,0,3,1,-2,286.332,6.022,558.920,105.296,162.141,291.483,0.000,954.274,1.500,4.500,0.0379994,0.0098607,0.8386829,32.893,10.561,16.097,10.117,2.536,-5.347,-4.949,-5.532,287.287,-1.154,128.485,-3.193,8.178,1.287,2,0.208,3,85.794,0.000,0.000,76.033,3,0,17,0,12,0,22,0,0.001
"screen_liperp.csv:2133",0,0,0,1,0,3,0,-2,291.306,5.267,539.855,0.000,216.259,323.597,0.000,918.770,3.000,4.500,0.0301899,0.0144376,0.8466272,31.779,11.185,18.120,12.855,2.236,-3.841,-4.169,-3.749,22.321,-1.629,10.326,-4.077,8.764,1.161,1,-0.135,2,64.179,0.000,0.000,102.578,4,0,16,0,16,0,22,1,0.004
"screen_liperp.csv:1176",0,0,0,0,0,2,1,-2,286.332,6.476,561.953,144.096,156.462,261.395,0.000,958.040,1.500,4.500,0.0437786,0.0098075,0.8363483,33.399,10.339,16.303,10.102,2.562,-5.562,-4.949,-5.427,325.212,-1.048,146.913,-3.290,8.268,1.225,2,0.259,3,86.911,0.000,0.000,75.229,3,0,17,0,12,0,22,0,0.000
"screen_liperp.csv:270",0,0,0,0,0,1,0,0,276.294,9.450,529.187,87.421,126.081,315.685,0.000,887.920,1.000,4.000,0.1005825,0.0075588,0.8442521,31.753,9.720,15.491,9.182,2.672,-4.342,-4.373,-5.558,631.353,-0.676,300.932,-2.635,8.968,1.247,1,0.226,3,92.712,0.000,0.000,66.771,4,0,19,0,19,0,21,0,0.029
"screen_liperp.csv:86",0,0,0,0,0,3,0,-1,296.325,7.294,546.659,118.742,146.535,281.382,0.000,945.866,1.000,4.000,0.0562444,0.0073172,0.8524494,32.460,10.231,15.148,8.688,2.858,-4.323,-4.096,-5.261,403.930,-0.962,185.701,-2.941,9.083,0.961,5,0.299,3,90.327,0.000,0.000,80.634,5,0,17,0,12,4,22,0,0.016
"screen_liperp.csv:647",1,0,0,0,0,3,0,-2,288.305,5.622,546.717,148.494,152.854,245.370,0.000,935.133,1.500,6.000,0.0338025,0.0134411,0.8458981,31.687,10.005,16.325,11.189,1.843,-3.689,-3.688,-5.196,351.875,-1.041,159.974,-3.184,8.542,2.024,2,-0.094,3,83.311,0.000,0.000,87.014,4,0,16,0,16,0,22,0,0.039
"screen_liperp.csv:1845",0,0,0,0,0,3,0,-2,290.321,6.125,558.664,81.885,179.465,297.315,0.000,951.969,2.000,5.500,0.0394091,0.0139228,0.8377148,32.857,10.812,17.462,11.992,1.934,-4.024,-3.892,-5.576,196.804,-1.322,85.366,-3.492,8.850,1.180,2,0.017,3,79.331,0.000,0.000,93.850,4,0,16,0,16,0,22,0,0.009
"screen_liperp.csv:149",0,0,0,0,0,1,0,0,287.320,2.124,549.497,91.182,120.401,337.915,0.000,930.861,1.000,4.500,0.0048448,0.0081893,0.8390527,33.684,10.249,15.124,9.836,2.802,-4.528,-4.464,-5.748,714.730,-0.637,344.108,-2.452,8.906,1.274,1,0.245,3,94.438,0.000,0.000,67.597,4,0,20,0,20,0,22,0,0.030
"screen_liperp.csv:1872",1,0,0,0,0,2,1,-2,300.316,2.216,563.327,41.845,197.101,324.381,0.000,963.106,1.000,6.000,0.0050967,0.0106510,0.8372479,34.203,11.009,16.445,11.555,1.845,-5.088,-4.671,-5.712,133.904,-1.432,56.301,-3.817,8.695,1.653,0,0.001,3,75.812,0.000,0.000,99.403,4,0,17,0,12,0,23,0,0.000
"screen_liperp.csv:688",2,0,0,0,0,3,0,-1,290.296,7.273,543.307,81.153,142.537,272.561,47.055,924.718,0.000,4.500,0.0571985,0.0000000,0.8448755,31.530,9.371,13.821,7.637,2.649,-4.873,-5.110,-5.342,440.777,-0.833,369.456,-2.898,9.461,1.892,0,-0.029,3,89.780,47.055,0.000,66.785,3,0,16,0,16,0,22,0,0.005
"screen_liperp.csv:2237",0,0,0,0,0,3,0,-2,286.332,6.551,566.094,77.546,183.084,305.465,0.000,961.061,2.000,4.000,0.0446507,0.0099928,0.8319754,33.299,10.968,16.893,10.612,2.551,-5.558,-5.330,-5.708,181.851,-1.381,78.377,-3.530,8.781,1.270,2,0.274,3,82.327,0.000,0.000,78.689,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:572",0,0,0,0,0,1,0,-1,279.295,7.399,539.492,122.763,150.229,266.500,0.000,912.601,0.000,3.000,0.0599883,0.0000000,0.8434014,32.271,9.561,13.164,6.586,3.071,-4.707,-4.507,-5.337,372.634,-0.905,170.199,-3.253,9.347,1.663,3,0.422,3,90.947,0.000,0.000,74.285,4,0,16,0,16,1,21,0,0.003
"screen_liperp.csv:2519",1,0,0,0,0,2,1,-1,279.295,10.169,552.934,94.277,123.998,334.658,0.000,923.971,1.000,5.000,0.1119263,0.0090427,0.8297188,32.735,10.151,16.476,10.118,2.523,-4.282,-3.877,-5.883,660.728,-0.758,316.094,-2.434,8.826,0.921,0,0.085,3,92.191,0.000,0.000,77.222,4,0,16,0,16,0,21,0,0.057
"screen_liperp.csv:2914",1,0,0,0,0,1,4,-2,290.321,7.822,554.563,91.146,214.077,249.339,0.000,948.360,1.000,5.000,0.0645189,0.0090161,0.8417758,33.538,10.468,16.495,10.375,1.958,-4.445,-3.735,-5.281,92.428,-1.511,37.714,-4.491,8.794,1.723,2,0.197,3,73.592,0.000,0.000,113.887,4,0,17,0,10,0,22,0,0.000
"screen_liperp.csv:573",0,0,0,0,0,3,0,-2,314.346,11.231,585.907,128.306,171.317,286.284,0.000,1008.105,1.000,5.500,0.1251170,0.0093872,0.8298634,34.998,10.984,17.860,10.462,2.460,-5.373,-5.560,-5.650,235.126,-1.276,103.467,-3.380,8.973,1.038,2,0.168,3,83.788,0.000,0.000,85.864,5,0,19,0,19,0,24,0,0.000
"screen_liperp.csv:639",1,0,0,0,0,3,0,-2,302.332,12.904,588.210,196.902,156.146,235.162,0.000,998.446,1.000,6.000,0.1667824,0.0102004,0.8213261,34.123,10.404,18.205,10.509,2.234,-5.352,-4.831,-5.545,327.466,-1.161,148.014,-3.281,8.754,1.503,1,0.042,3,85.044,0.000,0.000,89.151,4,0,14,0,14,0,23,0,0.001
"screen_liperp.csv:558",0,0,0,0,0,2,0,-1,314.343,5.860,575.164,0.000,132.601,442.563,0.000,986.940,2.000,4.500,0.0347961,0.0110646,0.8334903,36.286,11.840,18.089,11.936,2.547,-3.452,-5.005,-6.337,547.576,-0.830,258.012,-2.212,8.644,1.128,2,0.305,3,90.874,0.000,0.000,74.118,4,0,21,0,21,0,24,0,0.035
"screen_liperp.csv:751",0,1,0,0,0,3,0,1,286.305,10.854,529.645,156.117,141.741,195.898,35.888,902.111,2.000,2.000,0.1306012,0.0053402,0.8524860,29.893,9.158,15.648,7.540,2.702,-3.386,-3.707,-5.579,111.859,-0.431,80.640,-5.216,9.503,1.538,4,0.436,3,79.433,35.888,0.000,68.892,4,0,16,0,16,4,21,0,0.001
"screen_liperp.csv:1443",0,0,0,0,0,2,1,-1,293.321,3.812,567.448,180.564,130.345,256.539,0.000,967.421,1.000,5.000,0.0150234,0.0088114,0.8336478,33.728,10.093,15.422,9.665,2.661,-4.653,-4.154,-5.447,575.222,-0.807,272.120,-2.826,9.034,1.131,1,0.201,3,91.921,0.000,0.000,79.071,4,0,16,0,16,0,22,0,0.014
"screen_liperp.csv:1817",1,0,0,0,0,4,1,0,302.332,9.416,550.428,82.419,93.079,374.930,0.000,967.256,1.000,5.700,0.0916658,0.0103556,0.8593279,33.568,10.748,16.819,10.424,2.778,-4.500,-5.065,-5.596,1297.869,-0.518,655.751,-1.530,8.835,1.256,0,-0.004,3,100.000,0.000,0.000,69.434,4,0,16,0,16,0,23,0,0.202
"screen_liperp.csv:1294",0,0,0,0,0,5,0,-2,295.343,8.614,583.774,0.000,187.314,396.461,0.000,996.017,1.500,4.000,0.0744913,0.0083919,0.8262242,34.282,11.860,17.009,10.129,2.935,-5.608,-5.666,-6.235,165.807,-1.567,70.931,-3.095,8.667,1.095,1,0.314,3,83.859,0.000,0.000,77.297,3,0,18,0,18,0,23,0,0.001
"screen_liperp.csv:832",0,0,0,0,0,4,0,-2,290.244,4.308,520.016,0.603,170.930,236.894,111.589,865.476,1.500,4.500,0.0214458,0.0105984,0.8446010,28.176,8.645,14.696,9.531,2.530,-4.991,-5.026,-5.176,237.122,-1.001,426.631,-3.451,8.702,1.227,1,-0.061,3,84.269,111.589,0.000,78.702,3,0,12,0,12,0,21,0,0.001
